========================================================================================================================
                                         REPORTE DE METRICAS
========================================================================================================================
[METRICAS BASIC]
     Código        Descripción                  Fecha Calc.    Expira         Estado              Horas          Viewers        
     MB-3040     Calidad estable                 20251120       20251231     ACTIVA               0.15             50
     MB-0114     Chat activo                     20250720       20251231     ACTIVA              10.92            560
     MB-0132     Chat activo                     20251217       20251231     ACTIVA               1.43            360
     MB-0101     Clips del evento                20250911       20251231     ACTIVA               1.36             19
     MB-0141     Comunidad fiel                  20250716       20251231     ACTIVA               2.30            118
     MB-3005     Estabilidad alta                20250927       20251231     ACTIVA               0.13             75
     MB-3032     FPS sólidos                    20251231       20251231     ACTIVA               0.19             48
     MB-0131     Maratón de chat                20250605       20251231     ACTIVA               7.96            333
     MB-3050     Picos de red                    20251219       20251231     ACTIVA               0.21             75
     MB-0102     Q&A largo                       20251027       20251231     ACTIVA               1.58            180
     MB-0033     Sesión Estrenos                20251129       20251231     ACTIVA               2.30            184
     MB-0024     Sesión Estrenos                20251008       20251231     ACTIVA               5.80            731
     MB-0066     Sesión Estrenos                20250716       20251231     ACTIVA               2.80            963
     MB-0044     Sesión Games                   20251126       20251231     ACTIVA               6.50           1116
     MB-0014     Sesión Games                   20250727       20251231     ACTIVA               5.60            234
     MB-0035     Sesión Games                   20250704       20251231     ACTIVA               5.90           1088
     MB-0018     Sesión Games                   20250918       20251231     ACTIVA               3.20            569
     MB-0016     Sesión Games                   20250725       20251231     ACTIVA               3.20           1059
     MB-0031     Sesión Games                   20250921       20251231     ACTIVA               3.50            627
     MB-0042     Sesión Games                   20251003       20251231     ACTIVA               5.80            240
     MB-0055     Sesión Games                   20250603       20251231     ACTIVA               4.10            332
     MB-0034     Sesión Games                   20250619       20251231     ACTIVA               2.50           1114
     MB-0062     Sesión Games                   20251231       20251231     ACTIVA               4.00           1000
     MB-0011     Sesión Games                   20250626       20251231     ACTIVA               3.50            867
     MB-0041     Sesión Games                   20250604       20251231     ACTIVA               6.10            604
     MB-0052     Sesión IRL                     20251107       20251231     ACTIVA               6.50            270
     MB-0009     Sesión IRL                     20250815       20251231     ACTIVA               4.40            860
     MB-0060     Sesión IRL                     20250712       20251231     ACTIVA               4.00            995
     MB-0040     Sesión Just Chatting           20250620       20251231     ACTIVA               5.70            320
     MB-0037     Sesión Just Chatting           20250914       20251231     ACTIVA               5.00            321
     MB-0051     Sesión Just Chatting           20251119       20251231     ACTIVA               3.50            268
     MB-0008     Sesión Just Chatting           20251204       20251231     ACTIVA               1.70            895
     MB-0022     Sesión Just Chatting           20251122       20251231     ACTIVA               5.10            816
     MB-0063     Sesión Música                 20250818       20251231     ACTIVA               6.10            201
     MB-0056     Sesión Música                 20250630       20251231     ACTIVA               5.10            438
     MB-0043     Sesión Música                 20250601       20251231     ACTIVA               2.50           1051
     MB-0049     Sesión Música                 20250611       20251231     ACTIVA               3.30           1190
     MB-0036     Sesión Música                 20251224       20251231     ACTIVA               1.50           1002
     MB-0026     Sesión Música                 20250601       20251231     ACTIVA               3.70            349
     MB-0013     Sesión Música                 20251015       20251231     ACTIVA               1.90            897
     MB-0021     Sesión Retro                   20250928       20251231     ACTIVA               6.30            143
     MB-0047     Sesión Retro                   20250621       20251231     ACTIVA               1.40            259
     MB-0069     Sesión Retro                   20251228       20251231     ACTIVA               2.30            168
     MB-0058     Sesión Retro                   20250804       20251231     ACTIVA               5.70            309
     MB-0050     Sesión Variety                 20250723       20251231     ACTIVA               2.70            663
     MB-0039     Sesión Variety                 20251016       20251231     ACTIVA               3.30            690
     MB-0030     Sesión Variety                 20251211       20251231     ACTIVA               2.10            758
     MB-0065     Sesión Variety                 20250731       20251231     ACTIVA               6.40            482
     MB-0020     Sesión Variety                 20251220       20251231     ACTIVA               4.30            908
------------------------------------------------------------------------------------------------------------------------
[METRICAS ENGAGE]
     Código        Descripción                  Fecha Calc.    Expira         Estado              Msgs           Chatters       Clips          
     MQ-3024     Bitrate consistente             20250904       20251231     ACTIVA               4500           0.13             75
     MQ-3004     Bitrate consistente             20250630       20251231     ACTIVA               5811           0.22             30
     MQ-3020     Bitrate consistente             20250824       20251231     ACTIVA               6871           0.10             50
     MQ-3028     Bitrate consistente             20250922       20251231     ACTIVA               7313           0.07             60
     MQ-3019     Bitrate consistente             20250620       20251231     ACTIVA               4671           0.09             60
     MQ-3008     Calidad estable                 20250819       20251231     ACTIVA               7024           0.10             48
     MQ-3042     Calidad estable                 20251110       20251231     ACTIVA               8243           0.08             60
     MQ-3011     Calidad estable                 20250719       20251231     ACTIVA               6663           0.19             48
     MQ-3037     Calidad estable                 20251229       20251231     ACTIVA               4917           0.19             50
     MQ-3047     Calidad estable                 20250626       20251231     ACTIVA               5509           0.14             50
     MQ-3029     Calidad estable                 20250925       20251231     ACTIVA               4131           0.25             60
     MQ-3043     Calidad estable                 20250612       20251231     ACTIVA               4993           0.25             30
     MQ-3030     Calidad estable                 20250906       20251231     ACTIVA               7208           0.07             50
     MQ-3039     Estabilidad alta                20250624       20251231     ACTIVA               2614           0.07             30
     MQ-3014     Estabilidad alta                20251016       20251231     ACTIVA               5223           0.14             75
     MQ-3026     Estabilidad alta                20251006       20251231     ACTIVA               3672           0.06             50
     MQ-3057     Estabilidad alta                20251112       20251231     ACTIVA               2998           0.25             60
     MQ-3022     Estabilidad alta                20250920       20251231     ACTIVA               8728           0.16             30
     MQ-3051     FPS sólidos                    20250726       20251231     ACTIVA               4408           0.08             48
     MQ-3060     FPS sólidos                    20250906       20251231     ACTIVA               6846           0.07             75
     MQ-3045     FPS sólidos                    20251208       20251231     ACTIVA               5898           0.16             60
     MQ-3009     FPS sólidos                    20250701       20251231     ACTIVA               3761           0.12             50
     MQ-3034     FPS sólidos                    20251108       20251231     ACTIVA               5030           0.20             30
     MQ-3010     Picos de red                    20250915       20251231     ACTIVA               6368           0.06             75
     MQ-3049     Picos de red                    20251112       20251231     ACTIVA               2674           0.01             50
     MQ-3015     Picos de red                    20250822       20251231     ACTIVA               8213           0.06             60
     MQ-3036     Picos de red                    20250704       20251231     ACTIVA               5497           0.13             50
     MQ-3013     Picos de red                    20250812       20251231     ACTIVA               7308           0.14             60
     MQ-3053     Picos de red                    20250629       20251231     ACTIVA               2711           0.03             50
------------------------------------------------------------------------------------------------------------------------
[TOTAL] METRICAS ACTIVAS: 128 |MÉTRICAS EXPIRADAS: 0 |FECHA DE REPORTE: 2025-11-25
========================================================================================================================
